sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,giftcard_type,giftcard_allow_open_amount,giftcard_open_amount_min,giftcard_open_amount_max,giftcard_amount,use_config_is_redeemable,giftcard_is_redeemable,use_config_lifetime,giftcard_lifetime,use_config_allow_message,giftcard_allow_message,use_config_email_template,giftcard_email_template,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,downloadable_links,downloadable_samples,associated_skus
24-WB06,,Bag,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Bags,Luma Catalog/Collections",luma_b2c,Endeavor Daytrip Backpack,"<p>With more room than it appears, the Endeavor Daytrip Backpack will hold a whole day's worth of books, binders and gym clothes. The spacious main compartment includes a dedicated laptop sleeve. Two other compartments offer extra storage space.</p>
<ul>
<li>Foam-padded adjustable shoulder straps.</li>
<li>900D polyester.</li>
<li>Oversized zippers.</li>
<li>Locker loop.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",33,33,12/8/23,,endeavor-daytrip-backpack,,,,/w/b/wb06-red-0.jpg,Image,/w/b/wb06-red-0.jpg,Image,/w/b/wb06-red-0.jpg,Image,no_selection,,"12/7/23, 4:31 PM","12/7/23, 4:53 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Hiking|School|Urban,badge=New,erin_recommends=Yes,features_bags=Audio Pocket|Laptop Sleeve|Lightweight|Lockable|Reflective,in_store_available=Online Exclusive,look_book_image=no_selection,material=Mesh|Nylon|Polyester,sale=Yes,strap_bags=Adjustable|Double|Padded,style_bags=Backpack|Laptop,subscription_active=No",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,"24-WG084,24-WG085_Group,24-WG083-blue,24-UG02","1,2,3,4","24-MB01,24-MB02,24-MB03,24-MB05,24-MB06,24-UB02,24-WB03,24-WB04,24-WB07","1,2,3,4,5,6,7,8,9","/w/b/wb06-red-0.jpg,/w/b/wb06-red-0_alt1.jpg","Image,Image",,,,,,,,,,,,,,,,,,,,,,,,,,
24-WB03,,Bag,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Bags",luma_b2c,Driven Backpack,"<p>School books, camp gear and yoga clothes get along just fine in the all-purpose Driven Backpack. Crafted with tough polyester ripstop fabric, it's outfitted with rubberized end panels and padded, adjustable shoulder straps. The roomy main compartment features molded foam pockets that host everything you need.</p>
<ul>
<li>Large main and small zip compartments.</li>
<li>Adjustable, padded straps.</li>
<li>Interior foam pockets.</li>
<li>Exterior zip compartment.</li>
<li>Left sport bottle pocket.</li>
<li>Survival gear sold separately.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",36,,,,driven-backpack,,,,/w/b/wb03-purple-0.jpg,,/w/b/wb03-purple-0.jpg,,/w/b/wb03-purple-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|School|Yoga,badge=In-Store Pickup,features_bags=Audio Pocket|Hydration Pocket|Laptop Sleeve|Lightweight,in_store_available=In Store,material=Mesh|Nylon|Polyester,strap_bags=Adjustable|Double|Padded,style_bags=Backpack|Exercise|Laptop",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,"24-UG03,24-WG084,24-WG087,24-WG085","1,2,3,4","24-MB02,24-MB03,24-MB05,24-MB06,24-UB02,24-WB04,24-WB07","1,2,3,4,5,6,7",/w/b/wb03-purple-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WB07,,Bag,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Bags,Luma Catalog/Collections,Luma Catalog/Collections/New Luma Yoga Collection",luma_b2c,Overnight Duffle,"<p>For long weekends away, camping outings and business trips, the Overnight Duffle can't be beat. The dual handles make it a cinch to carry, while the durable waterproof exterior helps you worry less about the weather. With multiple organizational pockets inside and out, it's the perfect travel companion.</p>
<ul>
<li>Dual top handles.</li>
<li>W 15"" x H 15"" x D 9"".</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",45,,,,overnight-duffle,,,,/w/b/wb07-brown-0.jpg,,/w/b/wb07-brown-0.jpg,,/w/b/wb07-brown-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Overnight|Travel,features_bags=Lockable|Waterproof,in_store_available=Online Exclusive,material=Leather|Nylon|Polyester,new=Yes,strap_bags=Double,style_bags=Duffel",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,"24-WG085_Group,24-WG083-blue,24-UG06,24-UG02","1,2,3,4","24-MB02,24-UB02","1,2",/w/b/wb07-brown-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WB04,,Bag,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Bags,Luma Catalog/Collections",luma_b2c,Push It Messenger Bag,"<p>The name says so, but the Push It Messenger Bag is much more than a busy commuter's tote. It's a closet away from home when you're pedaling from class or work to gym and back or home again. It's the perfect size and shape for laptop, folded clothes, even extra shoes.</p>
<ul>
<li>Adjustable crossbody strap.</li>
<li>Top handle.</li>
<li>Zippered interior pocket.</li>
<li>Secure clip closures.</li>
<li>Durable fabric construction.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",45,,,,push-it-messenger-bag,,,,/w/b/wb04-blue-0.jpg,,/w/b/wb04-blue-0.jpg,,/w/b/wb04-blue-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=School|Urban|Yoga,features_bags=Laptop Sleeve|Lightweight|Lockable|Waterproof,in_store_available=Online Exclusive,material=Nylon|Polyester,performance_fabric=Yes,strap_bags=Adjustable|Cross Body|Detachable|Padded|Shoulder|Single,style_bags=Laptop|Messenger",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,"24-WG082-pink,24-UG05,24-UG02,24-UG06","1,2,3,4","24-MB02,24-UB02","1,2",/w/b/wb04-blue-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-UG06,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,"Affirm Water Bottle ","<p>You'll stay hydrated with ease with the Affirm Water Bottle by your side or in hand. Measurements on the outside help you keep track of how much you're drinking, while the screw-top lid prevents spills. A metal carabiner clip allows you to attach it to the outside of a backpack or bag for easy access.</p>
<ul>
<li>Made of plastic.</li>
<li>Grooved sides for an easy grip.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",7,,,,affirm-water-bottle,,,,/u/g/ug06-lb-0.jpg,,/u/g/ug06-lb-0.jpg,,/u/g/ug06-lb-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Recreation|Sports|Yoga,badge=In-Store Pickup,in_store_available=In Store,material=Plastic",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-UG04,24-WG086,24-WG083-blue,24-UG07","1,2,3,4","24-WG080,24-WG087,24-UG07,24-UG03","1,2,3,4",,,/u/g/ug06-lb-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-UG07,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment,Luma Catalog/Collections",luma_b2c,Dual Handle Cardio Ball,"<p>Make the most of your limited workout window with our Dual-Handle Cardio Ball. The 15-lb ball maximizes the effort-impact to your abdominal, upper arm and lower-body muscles. It features a handle on each side for a firm, secure grip.</p>
<ul>
<li>Durable plastic shell with sand fill.
<li>Two handles.
<li>15 lbs.
</ul>",,1,1,Taxable Goods,"Catalog, Search",12,12,12/8/23,,dual-handle-cardio-ball,,,,/u/g/ug07-bk-0.jpg,Image,/u/g/ug07-bk-0.jpg,Image,/u/g/ug07-bk-0.jpg,Image,no_selection,,"12/7/23, 4:31 PM","12/7/23, 4:53 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Gym|Sports,badge=New,category_gear=Cardio|Exercise,erin_recommends=Yes,gender=Men|Unisex|Women,in_store_available=Online Exclusive,look_book_image=no_selection,material=Plastic,sale=Yes,subscription_active=No",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-WG081-gray,24-UG02,24-WG085_Group,24-UG06","1,2,3,4","24-WG081-gray,24-WG085,24-WG082-pink,24-WG088","1,2,3,4",,,"/u/g/ug07-bk-0.jpg,/u/g/ug07-bk-0_alt1.jpg","Image,Image",,,,,,,,,,,,,,,,,,,,,,,,,,
24-UG04,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Zing Jump Rope,"<p>One of the world's simplest and most portable exercise devices, a jump rope enables endless variations and fitness output. The Zing Jump Rope goes anywhere and can be used any time. It is adjustable in length and has contoured foam handles for a great grip.</p>
<ul>
<li> Contoured foam handles.
<li> Adjustable length.
</ul>",,1,1,Taxable Goods,"Catalog, Search",12,,,,zing-jump-rope,,,,/u/g/ug04-bk-0.jpg,,/u/g/ug04-bk-0.jpg,,/u/g/ug04-bk-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:45 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym,badge=In-Store Pickup,category_gear=Cardio|Exercise,featured_product=No,gender=Men|Unisex|Women,in_store_available=In Store,material=Leather|Plastic,sale=Yes",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-WG081-gray,24-WG082-pink,24-WG080,24-UG05","1,2,3,4","24-WG082-pink,24-UG01,24-WG088,24-UG03","1,2,3,4",,,/u/g/ug04-bk-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-UG02,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Pursuit Lumaflex&trade; Tone Band,"<p>Save your knees and joints while strengthening arms, legs and core with the Pursuit Lumaflex&trade; Tone Band. This ultra-durable training tool lets you complete a full-body workout free of bulky machines or free weights.</p>
<ul>
<li>Home and/or gym use.</li>
<li>Ergonomic handles.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",16,,,,pursuit-lumaflex-trade-tone-band,,,,/u/g/ug02-bk-0.jpg,,/u/g/ug02-bk-0.jpg,,/u/g/ug02-bk-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:45 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym,badge=Most Shared,category_gear=Cardio|Exercise,featured_product=No,gender=Men|Unisex|Women,in_store_available=Online Exclusive,material=Rubber|Synthetic,sale=Yes",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-UG06,24-UG07,24-WG084,24-WG081-gray","1,2,3,4","24-UG01,24-WG086,24-WG085,24-WG085_Group","1,2,3,4",,,/u/g/ug02-bk-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-UG05,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment,Luma Catalog/Collections,Luma Catalog/Collections/New Luma Yoga Collection",luma_b2c,Go-Get'r Pushup Grips,"<p>The Go-Get'r Pushup Grips safely provide the extra range of motion you need for a deep-dip routine targeting core, shoulder, chest and arm strength. Do fewer pushups using more energy, getting better results faster than the standard floor-level technique yield.</p>
<ul>
<li>Durable foam grips.</li>
<li>Supportive base.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",19,,,,go-get-r-pushup-grips,,,,/u/g/ug05-gr-0.jpg,,/u/g/ug05-gr-0.jpg,,/u/g/ug05-gr-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:45 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Gym,category_gear=Exercise,erin_recommends=Yes,featured_product=No,gender=Men|Unisex|Women,in_store_available=Online Exclusive,material=Plastic|Rubber,new=Yes,sale=Yes",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-WG080,24-WG081-gray,24-WG084,24-WG083-blue","1,2,3,4","24-UG01,24-WG084,24-WG086,24-WG080","1,2,3,4",,,/u/g/ug05-gr-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-UG01,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Quest Lumaflex&trade; Band,"<p>From leg extensions and standing squats to a full range of floor routines, the Quest Strength Band brings your own personal gym with you everywhere you go. Designed to add extra resistance to any training session, this strength band helps you tone and define your muscles. You'll love the extra comfort of its grippy handles and adjustable design.</p>
<ul>
<li>Adjusts from 30"" to 55"".
<li>Grippy comfort handles.
<li>Stretchy rubber construction.
</ul>",,1,1,Taxable Goods,"Catalog, Search",19,,,,quest-lumaflex-trade-band,,,,/u/g/ug01-bk-0.jpg,,/u/g/ug01-bk-0.jpg,,/u/g/ug01-bk-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym,category_gear=Cardio|Exercise,gender=Men|Unisex|Women,in_store_available=Online Exclusive,material=Leather|Plastic|Rubber",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-WG086,24-UG04,24-WG082-pink,24-UG05","1,2,3,4","24-WG081-gray,24-UG06,24-WG080,24-WG088","1,2,3,4",,,/u/g/ug01-bk-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG084,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Foam Yoga Brick,"<p>Our top-selling yoga prop, the 4-inch, high-quality Sprite Foam Yoga Brick is popular among yoga novices and studio professionals alike. An essential yoga accessory, the yoga brick is a critical tool for finding balance and alignment in many common yoga poses. Choose from 5 color options.</p>
<ul>
<li>Standard Large Size: 4"" x 6"" x 9"".
<li>Beveled edges for ideal contour grip.
<li>Durable and soft, scratch-proof foam.
<li>Individually wrapped.
<li>Ten color choices.
</ul> ",,1,1,Taxable Goods,"Catalog, Search",5,,,,sprite-foam-yoga-brick,,,,/l/u/luma-yoga-brick.jpg,,/l/u/luma-yoga-brick.jpg,,/l/u/luma-yoga-brick.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Recreation|Sports|Yoga,category_gear=Exercise,gender=Men|Unisex|Women,in_store_available=Online Exclusive,material=Foam",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-UG06,24-WG085_Group,24-UG03,24-UG07","1,2,3,4","24-WG083-blue,24-WG081-gray,24-WG080,24-UG03","1,2,3,4",,,/l/u/luma-yoga-brick.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG088,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Foam Roller,"<p>It hurts so good to use the Sprite Foam Roller on achy, tired muscles for myofascial massage therapy. Or you can add this fundamental piece to your Pilates and yoga accouterment, or apply towards core stability, strengthening and balance exercise. </p>
<ul>
<li>6'' wide by 12'' long.</li>
<li>Safe for myofascial release.</li>
<li>EPP or PE foam options.</li>
<li>Solid, dense, closed-cell foam.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",19,,,,sprite-foam-roller,,,,/l/u/luma-foam-roller.jpg,,/l/u/luma-foam-roller.jpg,,/l/u/luma-foam-roller.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Yoga,category_gear=Exercise,gender=Men|Unisex|Women,in_store_available=Online Exclusive,material=Foam",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-UG01,24-UG03,24-WG080,24-UG02","1,2,3,4","24-UG03,24-UG01,24-WG085_Group,24-UG06","1,2,3,4",,,/l/u/luma-foam-roller.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-UG03,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,"Harmony Lumaflex&trade; Strength Band Kit ","<p>Forget fancy machines and costly memberships - the Harmony Lumaflex&trade; Stength Band Kit is all you need for an amazing workout. The kit has everything you need for a range of strengthening and toning exercises.</p>
<ul>
<li>Three flex bands.</li>
<li>Textured, ergonomic grips.</li>
<li>Adjustable lengths.</li>
<li>Mesh carry bag included.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",22,,,,harmony-lumaflex-trade-strength-band-kit,,,,/u/g/ug03-bk-0.jpg,,/u/g/ug03-bk-0.jpg,,/u/g/ug03-bk-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym,badge=Best Seller,category_gear=Exercise,gender=Men|Unisex|Women,in_store_available=Online Exclusive,material=Leather|Plastic|Rubber",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-UG06,24-UG01,24-WG086,24-WG085","1,2,3,4","24-UG04,24-WG080,24-UG01,24-WG085_Group","1,2,3,4",,,/u/g/ug03-bk-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG081-gray,,Sprite Stasis Ball,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Stasis Ball 55 cm,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,1,1,Taxable Goods,Not Visible Individually,23,,,,sprite-stasis-ball-55-cm-gray,,,,/l/u/luma-stability-ball-gray.jpg,,/l/u/luma-stability-ball-gray.jpg,,/l/u/luma-stability-ball-gray.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Yoga,category_gear=Exercise,color=Gray,gender=Boys|Girls|Men|Unisex|Women,material=Plastic,size=55 cm",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-WG085_Group,24-UG01,24-UG03,24-WG087","1,2,3,4","24-WG085_Group,24-WG088,24-WG086,24-UG05","1,2,3,4",,,/l/u/luma-stability-ball-gray.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG081-pink,,Sprite Stasis Ball,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Stasis Ball 55 cm,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,1,1,Taxable Goods,Not Visible Individually,23,,,,sprite-stasis-ball-55-cm-pink,,,,/l/u/luma-stability-ball-pink.jpg,,/l/u/luma-stability-ball-pink.jpg,,/l/u/luma-stability-ball-pink.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Yoga,category_gear=Exercise,color=Red,gender=Boys|Girls|Men|Unisex|Women,material=Plastic,size=55 cm",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/l/u/luma-stability-ball-pink.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG081-blue,,Sprite Stasis Ball,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Stasis Ball 55 cm,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,1,1,Taxable Goods,Not Visible Individually,23,,,,sprite-stasis-ball-55-cm-blue,,,,/l/u/luma-stability-ball.jpg,,/l/u/luma-stability-ball.jpg,,/l/u/luma-stability-ball.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Yoga,category_gear=Exercise,color=Blue,gender=Boys|Girls|Men|Unisex|Women,material=Plastic,size=55 cm",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/l/u/luma-stability-ball.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG082-gray,,Sprite Stasis Ball,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Stasis Ball 65 cm,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>65 cm plastic shell.</li>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,1,1,Taxable Goods,Not Visible Individually,27,,,,sprite-stasis-ball-65-cm-gray,,,,/l/u/luma-stability-ball-gray.jpg,,/l/u/luma-stability-ball-gray.jpg,,/l/u/luma-stability-ball-gray.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Yoga,category_gear=Exercise,color=Gray,gender=Boys|Girls|Men|Unisex|Women,material=Plastic,size=65 cm",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/l/u/luma-stability-ball-gray.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG082-pink,,Sprite Stasis Ball,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Stasis Ball 65 cm,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>65 cm plastic shell.</li>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,1,1,Taxable Goods,Not Visible Individually,27,,,,sprite-stasis-ball-65-cm-pink,,,,/l/u/luma-stability-ball-pink.jpg,,/l/u/luma-stability-ball-pink.jpg,,/l/u/luma-stability-ball-pink.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Yoga,category_gear=Exercise,color=Red,gender=Boys|Girls|Men|Unisex|Women,material=Plastic,size=65 cm",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-UG01,24-WG085_Group,24-WG088,24-WG084","1,2,3,4","24-UG06,24-WG084,24-UG02,24-WG086","1,2,3,4",,,/l/u/luma-stability-ball-pink.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG082-blue,,Sprite Stasis Ball,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Stasis Ball 65 cm,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>65 cm plastic shell.</li>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,1,1,Taxable Goods,Not Visible Individually,27,,,,sprite-stasis-ball-65-cm-blue,,,,/l/u/luma-stability-ball.jpg,,/l/u/luma-stability-ball.jpg,,/l/u/luma-stability-ball.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Yoga,category_gear=Exercise,color=Blue,gender=Boys|Girls|Men|Unisex|Women,material=Plastic,size=65 cm",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/l/u/luma-stability-ball.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG083-gray,,Sprite Stasis Ball,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Stasis Ball 75 cm,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>75 cm plastic shell.</li>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,1,1,Taxable Goods,Not Visible Individually,32,,,,sprite-stasis-ball-75-cm-gray,,,,/l/u/luma-stability-ball-gray.jpg,,/l/u/luma-stability-ball-gray.jpg,,/l/u/luma-stability-ball-gray.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Yoga,category_gear=Exercise,color=Gray,gender=Boys|Girls|Men|Unisex|Women,material=Plastic,size=75 cm",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/l/u/luma-stability-ball-gray.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
